annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Grouping imports from the same module together improves readability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799, 13]",1.0,7,best_practice,2,Grouping imports from the same module together improves readability.,0,"from typing import List, Tuple","[6738, 19720, 1330, 7343, 11, 309, 29291]"
✅ Best Practice: Grouping imports from the same module together improves readability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799, 13]",1.0,16,best_practice,4,Grouping imports from the same module together improves readability.,7,from zvt.contract import IntervalLevel,"[6738, 1976, 36540, 13, 28484, 1330, 4225, 2100, 4971]"
✅ Best Practice: Grouping imports from the same module together improves readability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799, 13]",1.0,29,best_practice,6,Grouping imports from the same module together improves readability.,16,from zvt.trader.trader import StockTrader,"[6738, 1976, 36540, 13, 2213, 5067, 13, 2213, 5067, 1330, 10500, 2898, 5067]"
"✅ Best Practice: Class definition should follow PEP 8 naming conventions, which this does.","[26486, 227, 6705, 19939, 25, 5016, 6770, 815, 1061, 350, 8905, 807, 19264, 21396, 11, 543, 428, 857, 13]",0.5,47,best_practice,5,"Class definition should follow PEP 8 naming conventions, which this does.",29,from zvt.factors.macd.macd_factor import GoldCrossFactor,"[6738, 1976, 36540, 13, 22584, 669, 13, 20285, 67, 13, 20285, 67, 62, 31412, 1330, 3561, 21544, 41384]"
✅ Best Practice: Returning a list directly without storing it in a variable improves readability.,"[26486, 227, 6705, 19939, 25, 42882, 257, 1351, 3264, 1231, 23069, 340, 287, 257, 7885, 19575, 1100, 1799, 13]",0.5,60,best_practice,9,Returning a list directly without storing it in a variable improves readability.,47,# 依赖数据,"[2, 220, 160, 122, 251, 164, 113, 244, 46763, 108, 162, 235, 106]"
🧠 ML Signal: Instantiation of GoldCrossFactor with specific parameters could indicate a pattern for ML models.,"[8582, 100, 254, 10373, 26484, 25, 24470, 3920, 286, 3561, 21544, 41384, 351, 2176, 10007, 714, 7603, 257, 3912, 329, 10373, 4981, 13]",0.5,73,ml_signal,9,Instantiation of GoldCrossFactor with specific parameters could indicate a pattern for ML models.,60,# 依赖数据,"[2, 220, 160, 122, 251, 164, 113, 244, 46763, 108, 162, 235, 106]"
🧠 ML Signal: Repeated instantiation with different parameters could be used to identify variations in usage.,"[8582, 100, 254, 10373, 26484, 25, 30558, 515, 9113, 3920, 351, 1180, 10007, 714, 307, 973, 284, 5911, 13991, 287, 8748, 13]",0.5,93,ml_signal,31,Repeated instantiation with different parameters could be used to identify variations in usage.,73,"                exchanges=exchanges,","[220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 14525, 28, 1069, 36653, 11]"
✅ Best Practice: Use of type hints for return values improves code readability and maintainability.,"[26486, 227, 6705, 19939, 25, 5765, 286, 2099, 20269, 329, 1441, 3815, 19575, 2438, 1100, 1799, 290, 5529, 1799, 13]",0.5,112,best_practice,32,Use of type hints for return values improves code readability and maintainability.,93,"                codes=codes,","[220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 12416, 28, 40148, 11]"
✅ Best Practice: Using the standard Python idiom for script entry point.,"[26486, 227, 6705, 19939, 25, 8554, 262, 3210, 11361, 4686, 29005, 329, 4226, 5726, 966, 13]",0.5,137,best_practice,34,Using the standard Python idiom for script entry point.,112,"                end_timestamp=end_timestamp,","[220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 886, 62, 16514, 27823, 28, 437, 62, 16514, 27823, 11]"
🧠 ML Signal: Instantiation of a class with specific parameters could indicate a pattern for model training.,"[8582, 100, 254, 10373, 26484, 25, 24470, 3920, 286, 257, 1398, 351, 2176, 10007, 714, 7603, 257, 3912, 329, 2746, 3047, 13]",1.0,158,ml_signal,35,Instantiation of a class with specific parameters could indicate a pattern for model training.,137,"                provider=""joinquant"",","[220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 10131, 2625, 7639, 18934, 415, 1600]"
🧠 ML Signal: Method invocation on an object could be used to identify common usage patterns.,"[8582, 100, 254, 10373, 26484, 25, 11789, 43219, 319, 281, 2134, 714, 307, 973, 284, 5911, 2219, 8748, 7572, 13]",0.5,179,ml_signal,35,Method invocation on an object could be used to identify common usage patterns.,158,"                provider=""joinquant"",","[220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 10131, 2625, 7639, 18934, 415, 1600]"
