annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Explicitly importing all from a module helps in understanding what is being imported.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 5419, 287, 4547, 644, 318, 852, 17392, 13]",1.0,0,best_practice,2,Explicitly importing all from a module helps in understanding what is being imported.,0,,[]
🧠 ML Signal: Importing all from a module indicates a pattern of using multiple components from it.,"[8582, 100, 254, 10373, 26484, 25, 17267, 278, 477, 422, 257, 8265, 9217, 257, 3912, 286, 1262, 3294, 6805, 422, 340, 13]",0.5,5,ml_signal,4,Importing all from a module indicates a pattern of using multiple components from it.,0,__all__ = [],"[834, 439, 834, 796, 17635]"
✅ Best Practice: Aggregating __all__ from submodules into a single __all__ list for the package.,"[26486, 227, 6705, 19939, 25, 19015, 2301, 803, 11593, 439, 834, 422, 850, 18170, 656, 257, 2060, 11593, 439, 834, 1351, 329, 262, 5301, 13]",0.5,13,best_practice,6,Aggregating __all__ from submodules into a single __all__ list for the package.,5,# __init__.py structure:,"[2, 11593, 15003, 834, 13, 9078, 4645, 25]"
✅ Best Practice: Explicitly importing all from a module helps in understanding what is being imported.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 5419, 287, 4547, 644, 318, 852, 17392, 13]",1.0,29,best_practice,8,Explicitly importing all from a module helps in understanding what is being imported.,13,# export interface in __all__ which contains __all__ of its sub modules,"[2, 10784, 7071, 287, 11593, 439, 834, 543, 4909, 11593, 439, 834, 286, 663, 850, 13103]"
🧠 ML Signal: Importing all from a module indicates a pattern of using multiple components from it.,"[8582, 100, 254, 10373, 26484, 25, 17267, 278, 477, 422, 257, 8265, 9217, 257, 3912, 286, 1262, 3294, 6805, 422, 340, 13]",0.5,43,ml_signal,10,Importing all from a module indicates a pattern of using multiple components from it.,29,# import all from submodule index_1d_zen_factor,"[2, 1330, 477, 422, 850, 21412, 6376, 62, 16, 67, 62, 4801, 62, 31412]"
✅ Best Practice: Aggregating __all__ from submodules into a single __all__ list for the package.,"[26486, 227, 6705, 19939, 25, 19015, 2301, 803, 11593, 439, 834, 422, 850, 18170, 656, 257, 2060, 11593, 439, 834, 1351, 329, 262, 5301, 13]",0.5,69,best_practice,12,Aggregating __all__ from submodules into a single __all__ list for the package.,43,from .index_1d_zen_factor import __all__ as _index_1d_zen_factor_all,"[6738, 764, 9630, 62, 16, 67, 62, 4801, 62, 31412, 1330, 11593, 439, 834, 355, 4808, 9630, 62, 16, 67, 62, 4801, 62, 31412, 62, 439]"
✅ Best Practice: Explicitly importing all from a module helps in understanding what is being imported.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 5419, 287, 4547, 644, 318, 852, 17392, 13]",1.0,69,best_practice,13,Explicitly importing all from a module helps in understanding what is being imported.,69,,[]
🧠 ML Signal: Importing all from a module indicates a pattern of using multiple components from it.,"[8582, 100, 254, 10373, 26484, 25, 17267, 278, 477, 422, 257, 8265, 9217, 257, 3912, 286, 1262, 3294, 6805, 422, 340, 13]",0.5,69,ml_signal,13,Importing all from a module indicates a pattern of using multiple components from it.,69,,[]
✅ Best Practice: Aggregating __all__ from submodules into a single __all__ list for the package.,"[26486, 227, 6705, 19939, 25, 19015, 2301, 803, 11593, 439, 834, 422, 850, 18170, 656, 257, 2060, 11593, 439, 834, 1351, 329, 262, 5301, 13]",0.5,69,best_practice,13,Aggregating __all__ from submodules into a single __all__ list for the package.,69,,[]
✅ Best Practice: Explicitly importing all from a module helps in understanding what is being imported.,"[26486, 227, 6705, 19939, 25, 11884, 306, 33332, 477, 422, 257, 8265, 5419, 287, 4547, 644, 318, 852, 17392, 13]",1.0,69,best_practice,13,Explicitly importing all from a module helps in understanding what is being imported.,69,,[]
🧠 ML Signal: Importing all from a module indicates a pattern of using multiple components from it.,"[8582, 100, 254, 10373, 26484, 25, 17267, 278, 477, 422, 257, 8265, 9217, 257, 3912, 286, 1262, 3294, 6805, 422, 340, 13]",0.5,69,ml_signal,13,Importing all from a module indicates a pattern of using multiple components from it.,69,,[]
✅ Best Practice: Aggregating __all__ from submodules into a single __all__ list for the package.,"[26486, 227, 6705, 19939, 25, 19015, 2301, 803, 11593, 439, 834, 422, 850, 18170, 656, 257, 2060, 11593, 439, 834, 1351, 329, 262, 5301, 13]",0.5,69,best_practice,13,Aggregating __all__ from submodules into a single __all__ list for the package.,69,,[]
