annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Usage of declarative_base from SQLAlchemy indicates ORM pattern,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 2377, 283, 876, 62, 8692, 422, 16363, 2348, 26599, 9217, 6375, 44, 3912]",1.0,10,ml_signal,3,Usage of declarative_base from SQLAlchemy indicates ORM pattern,0,"from sqlalchemy import Column, String, Float","[6738, 44161, 282, 26599, 1330, 29201, 11, 10903, 11, 48436]"
🧠 ML Signal: Importing custom modules indicates potential domain-specific logic,"[8582, 100, 254, 10373, 26484, 25, 17267, 278, 2183, 13103, 9217, 2785, 7386, 12, 11423, 9156]",0.5,10,ml_signal,5,Importing custom modules indicates potential domain-specific logic,10,,[]
🧠 ML Signal: Custom decorators suggest usage patterns for extending functionality,"[8582, 100, 254, 10373, 26484, 25, 8562, 11705, 2024, 1950, 8748, 7572, 329, 16610, 11244]",0.5,26,ml_signal,7,Custom decorators suggest usage patterns for extending functionality,10,"from zvt.contract.register import register_schema, register_entity","[6738, 1976, 36540, 13, 28484, 13, 30238, 1330, 7881, 62, 15952, 2611, 11, 7881, 62, 26858]"
✅ Best Practice: Using declarative_base for ORM base class is a standard practice,"[26486, 227, 6705, 19939, 25, 8554, 2377, 283, 876, 62, 8692, 329, 6375, 44, 2779, 1398, 318, 257, 3210, 3357]",0.5,36,best_practice,9,Using declarative_base for ORM base class is a standard practice,26,IndexMetaBase = declarative_base(),"[15732, 48526, 14881, 796, 2377, 283, 876, 62, 8692, 3419]"
🧠 ML Signal: Decorator usage indicates a pattern for registering entities,"[8582, 100, 254, 10373, 26484, 25, 4280, 273, 1352, 8748, 9217, 257, 3912, 329, 28336, 12066]",0.5,36,ml_signal,11,Decorator usage indicates a pattern for registering entities,36,,[]
"✅ Best Practice: Class inherits from multiple base classes, ensure method resolution order is as intended","[26486, 227, 6705, 19939, 25, 5016, 10639, 896, 422, 3294, 2779, 6097, 11, 4155, 2446, 6323, 1502, 318, 355, 5292]",0.5,52,best_practice,7,"Class inherits from multiple base classes, ensure method resolution order is as intended",36,"from zvt.contract.register import register_schema, register_entity","[6738, 1976, 36540, 13, 28484, 13, 30238, 1330, 7881, 62, 15952, 2611, 11, 7881, 62, 26858]"
🧠 ML Signal: Use of class variable to define table name in ORM,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 1398, 7885, 284, 8160, 3084, 1438, 287, 6375, 44]",0.5,62,ml_signal,9,Use of class variable to define table name in ORM,52,IndexMetaBase = declarative_base(),"[15732, 48526, 14881, 796, 2377, 283, 876, 62, 8692, 3419]"
🧠 ML Signal: Use of Column with String type and length constraint,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 29201, 351, 10903, 2099, 290, 4129, 32315]",0.5,62,ml_signal,11,Use of Column with String type and length constraint,62,,[]
🧠 ML Signal: Use of Column with String type and length constraint,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 29201, 351, 10903, 2099, 290, 4129, 32315]",0.5,73,ml_signal,13,Use of Column with String type and length constraint,62,"@register_entity(entity_type=""index"")","[31, 30238, 62, 26858, 7, 26858, 62, 4906, 2625, 9630, 4943]"
🧠 ML Signal: Use of Column with Float type,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 29201, 351, 48436, 2099]",0.5,85,ml_signal,15,Use of Column with Float type,73,"    __tablename__ = ""index""","[220, 220, 220, 11593, 8658, 11925, 480, 834, 796, 366, 9630, 1]"
"🧠 ML Signal: Inheritance from multiple classes, indicating a complex class hierarchy","[8582, 100, 254, 10373, 26484, 25, 47025, 42942, 422, 3294, 6097, 11, 12739, 257, 3716, 1398, 18911]",0.5,96,ml_signal,13,"Inheritance from multiple classes, indicating a complex class hierarchy",85,"@register_entity(entity_type=""index"")","[31, 30238, 62, 26858, 7, 26858, 62, 4906, 2625, 9630, 4943]"
"🧠 ML Signal: Use of class variable for database table name, common in ORM patterns","[8582, 100, 254, 10373, 26484, 25, 5765, 286, 1398, 7885, 329, 6831, 3084, 1438, 11, 2219, 287, 6375, 44, 7572]",0.5,108,ml_signal,15,"Use of class variable for database table name, common in ORM patterns",96,"    __tablename__ = ""index""","[220, 220, 220, 11593, 8658, 11925, 480, 834, 796, 366, 9630, 1]"
"🧠 ML Signal: Function call with specific parameters, indicating schema registration pattern","[8582, 100, 254, 10373, 26484, 25, 15553, 869, 351, 2176, 10007, 11, 12739, 32815, 9352, 3912]",0.5,120,ml_signal,15,"Function call with specific parameters, indicating schema registration pattern",108,"    __tablename__ = ""index""","[220, 220, 220, 11593, 8658, 11925, 480, 834, 796, 366, 9630, 1]"
🧠 ML Signal: Use of __all__ to define public API of the module,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 11593, 439, 834, 284, 8160, 1171, 7824, 286, 262, 8265]",1.0,132,ml_signal,15,Use of __all__ to define public API of the module,120,"    __tablename__ = ""index""","[220, 220, 220, 11593, 8658, 11925, 480, 834, 796, 366, 9630, 1]"
