annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Usage of custom base class for ORM models,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 2183, 2779, 1398, 329, 6375, 44, 4981]",0.5,16,ml_signal,3,Usage of custom base class for ORM models,0,"from sqlalchemy import Column, String, DateTime, BigInteger, Float","[6738, 44161, 282, 26599, 1330, 29201, 11, 10903, 11, 7536, 7575, 11, 4403, 46541, 11, 48436]"
🧠 ML Signal: Usage of custom schema registration,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 2183, 32815, 9352]",0.5,16,ml_signal,5,Usage of custom schema registration,16,,[]
🧠 ML Signal: Custom base class for SQLAlchemy models,"[8582, 100, 254, 10373, 26484, 25, 8562, 2779, 1398, 329, 16363, 2348, 26599, 4981]",0.5,16,ml_signal,8,Custom base class for SQLAlchemy models,16,,[]
🧠 ML Signal: Decorator usage for entity registration,"[8582, 100, 254, 10373, 26484, 25, 4280, 273, 1352, 8748, 329, 9312, 9352]",0.5,16,ml_signal,11,Decorator usage for entity registration,16,,[]
✅ Best Practice: Use of class-level variable for table name improves maintainability,"[26486, 227, 6705, 19939, 25, 5765, 286, 1398, 12, 5715, 7885, 329, 3084, 1438, 19575, 5529, 1799]",0.5,16,best_practice,8,Use of class-level variable for table name improves maintainability,16,,[]
✅ Best Practice: Use of DateTime for date fields is appropriate for storing timestamps,"[26486, 227, 6705, 19939, 25, 5765, 286, 7536, 7575, 329, 3128, 7032, 318, 5035, 329, 23069, 4628, 395, 9430]",0.5,16,best_practice,10,Use of DateTime for date fields is appropriate for storing timestamps,16,,[]
✅ Best Practice: Use of String for text fields is appropriate for storing string data,"[26486, 227, 6705, 19939, 25, 5765, 286, 10903, 329, 2420, 7032, 318, 5035, 329, 23069, 4731, 1366]",0.5,24,best_practice,12,Use of String for text fields is appropriate for storing string data,16,#: 个股,"[2, 25, 220, 10310, 103, 164, 224, 94]"
✅ Best Practice: Use of String for text fields is appropriate for storing string data,"[26486, 227, 6705, 19939, 25, 5765, 286, 10903, 329, 2420, 7032, 318, 5035, 329, 23069, 4731, 1366]",0.5,34,best_practice,14,Use of String for text fields is appropriate for storing string data,24,"class Stock(StockMetaBase, TradableEntity):","[4871, 10500, 7, 26207, 48526, 14881, 11, 11974, 32398, 2599]"
✅ Best Practice: Use of Float for numeric fields is appropriate for storing decimal numbers,"[26486, 227, 6705, 19939, 25, 5765, 286, 48436, 329, 35575, 7032, 318, 5035, 329, 23069, 32465, 3146]",0.5,57,best_practice,16,Use of Float for numeric fields is appropriate for storing decimal numbers,34,    #: 股东上次更新时间,"[220, 220, 220, 1303, 25, 5525, 224, 94, 10310, 250, 41468, 162, 105, 94, 162, 249, 112, 23877, 108, 33768, 114, 29785, 112]"
🧠 ML Signal: Usage of register_schema function indicates schema registration pattern,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 7881, 62, 15952, 2611, 2163, 9217, 32815, 9352, 3912]",0.5,69,ml_signal,27,Usage of register_schema function indicates schema registration pattern,57,"class StockDetail(StockMetaBase, TradableEntity):","[4871, 10500, 11242, 603, 7, 26207, 48526, 14881, 11, 11974, 32398, 2599]"
🧠 ML Signal: __all__ usage indicates module export pattern,"[8582, 100, 254, 10373, 26484, 25, 11593, 439, 834, 8748, 9217, 8265, 10784, 3912]",0.5,84,ml_signal,30,__all__ usage indicates module export pattern,69,    #: 所属行业,"[220, 220, 220, 1303, 25, 10545, 231, 222, 161, 109, 252, 26193, 234, 10310, 248]"
