annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Usage of custom imports from a specific package,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 2183, 17944, 422, 257, 2176, 5301]",0.5,8,ml_signal,3,Usage of custom imports from a specific package,0,"from sqlalchemy import Column, String","[6738, 44161, 282, 26599, 1330, 29201, 11, 10903]"
🧠 ML Signal: Usage of custom imports from a specific package,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 2183, 17944, 422, 257, 2176, 5301]",0.5,8,ml_signal,5,Usage of custom imports from a specific package,8,,[]
🧠 ML Signal: Usage of custom imports from a specific package,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 2183, 17944, 422, 257, 2176, 5301]",0.5,21,ml_signal,6,Usage of custom imports from a specific package,8,"from zvt.contract import Portfolio, PortfolioStockHistory","[6738, 1976, 36540, 13, 28484, 1330, 4347, 13652, 11, 4347, 13652, 26207, 18122]"
✅ Best Practice: Naming convention for base class,"[26486, 227, 6705, 19939, 25, 399, 3723, 9831, 329, 2779, 1398]",0.5,32,best_practice,10,Naming convention for base class,21,EtfMetaBase = declarative_base(),"[36, 27110, 48526, 14881, 796, 2377, 283, 876, 62, 8692, 3419]"
🧠 ML Signal: Usage of a decorator for entity registration,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 257, 11705, 1352, 329, 9312, 9352]",0.5,36,ml_signal,13,Usage of a decorator for entity registration,32,#: etf,"[2, 25, 2123, 69]"
"🧠 ML Signal: Inheritance from multiple classes, indicating a complex class structure","[8582, 100, 254, 10373, 26484, 25, 47025, 42942, 422, 3294, 6097, 11, 12739, 257, 3716, 1398, 4645]",0.5,36,ml_signal,9,"Inheritance from multiple classes, indicating a complex class structure",36,,[]
🧠 ML Signal: Use of SQLAlchemy ORM for database interaction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 10375]",0.5,47,ml_signal,10,Use of SQLAlchemy ORM for database interaction,36,EtfMetaBase = declarative_base(),"[36, 27110, 48526, 14881, 796, 2377, 283, 876, 62, 8692, 3419]"
🧠 ML Signal: Definition of a database column with a specific data type and length,"[8582, 100, 254, 10373, 26484, 25, 30396, 286, 257, 6831, 5721, 351, 257, 2176, 1366, 2099, 290, 4129]",0.5,51,ml_signal,13,Definition of a database column with a specific data type and length,47,#: etf,"[2, 25, 2123, 69]"
🧠 ML Signal: Use of class method decorator indicating a method that operates on the class itself,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 1398, 2446, 11705, 1352, 12739, 257, 2446, 326, 14051, 319, 262, 1398, 2346]",0.5,63,ml_signal,15,Use of class method decorator indicating a method that operates on the class itself,51,"class Etf(EtfMetaBase, Portfolio):","[4871, 17906, 69, 7, 36, 27110, 48526, 14881, 11, 4347, 13652, 2599]"
✅ Best Practice: Consider adding type hints for better code readability and maintainability,"[26486, 227, 6705, 19939, 25, 12642, 4375, 2099, 20269, 329, 1365, 2438, 1100, 1799, 290, 5529, 1799]",0.5,63,best_practice,12,Consider adding type hints for better code readability and maintainability,63,,[]
✅ Best Practice: Import statements should be at the top of the file,"[26486, 227, 6705, 19939, 25, 17267, 6299, 815, 307, 379, 262, 1353, 286, 262, 2393]",0.5,75,best_practice,14,Import statements should be at the top of the file,63,"@register_entity(entity_type=""etf"")","[31, 30238, 62, 26858, 7, 26858, 62, 4906, 2625, 316, 69, 4943]"
"🧠 ML Signal: Function call with multiple parameters, useful for learning API usage patterns","[8582, 100, 254, 10373, 26484, 25, 15553, 869, 351, 3294, 10007, 11, 4465, 329, 4673, 7824, 8748, 7572]",0.5,88,ml_signal,16,"Function call with multiple parameters, useful for learning API usage patterns",75,"    __tablename__ = ""etf""","[220, 220, 220, 11593, 8658, 11925, 480, 834, 796, 366, 316, 69, 1]"
✅ Best Practice: Define a class-level attribute for the table name to improve maintainability and readability.,"[26486, 227, 6705, 19939, 25, 2896, 500, 257, 1398, 12, 5715, 11688, 329, 262, 3084, 1438, 284, 2987, 5529, 1799, 290, 1100, 1799, 13]",0.5,101,best_practice,16,Define a class-level attribute for the table name to improve maintainability and readability.,88,"    __tablename__ = ""etf""","[220, 220, 220, 11593, 8658, 11925, 480, 834, 796, 366, 316, 69, 1]"
🧠 ML Signal: Registering schema with specific providers and database names indicates usage patterns for database interactions.,"[8582, 100, 254, 10373, 26484, 25, 17296, 278, 32815, 351, 2176, 9549, 290, 6831, 3891, 9217, 8748, 7572, 329, 6831, 12213, 13]",0.5,101,ml_signal,18,Registering schema with specific providers and database names indicates usage patterns for database interactions.,101,,[]
"✅ Best Practice: Use __all__ to explicitly declare the public API of the module, improving code readability and maintainability.","[26486, 227, 6705, 19939, 25, 5765, 11593, 439, 834, 284, 11777, 13627, 262, 1171, 7824, 286, 262, 8265, 11, 10068, 2438, 1100, 1799, 290, 5529, 1799, 13]",0.5,101,best_practice,18,"Use __all__ to explicitly declare the public API of the module, improving code readability and maintainability.",101,,[]
