annotation,annotation_tokens,confidence,end_token,label,line,reason,severity,start_token,text,tokens
✅ Best Practice: Grouping related imports together improves readability and maintainability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 3519, 17944, 1978, 19575, 1100, 1799, 290, 5529, 1799, 13]",1.0,12,best_practice,3,Grouping related imports together improves readability and maintainability.,,0,from sqlalchemy.orm import declarative_base,"[6738, 44161, 282, 26599, 13, 579, 1330, 2377, 283, 876, 62, 8692]"
✅ Best Practice: Naming the base class as OverallBase provides clarity on its purpose.,"[26486, 227, 6705, 19939, 25, 399, 3723, 262, 2779, 1398, 355, 14674, 14881, 3769, 16287, 319, 663, 4007, 13]",0.5,24,best_practice,6,Naming the base class as OverallBase provides clarity on its purpose.,,12,from zvt.contract.register import register_schema,"[6738, 1976, 36540, 13, 28484, 13, 30238, 1330, 7881, 62, 15952, 2611]"
🧠 ML Signal: Inheritance from OverallBase and Mixin suggests a pattern for class design,"[8582, 100, 254, 10373, 26484, 25, 47025, 42942, 422, 14674, 14881, 290, 15561, 259, 5644, 257, 3912, 329, 1398, 1486]",0.5,24,ml_signal,7,Inheritance from OverallBase and Mixin suggests a pattern for class design,,24,,[]
🧠 ML Signal: Use of SQLAlchemy ORM for database table mapping,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 3084, 16855]",0.5,24,ml_signal,9,Use of SQLAlchemy ORM for database table mapping,,24,,[]
✅ Best Practice: Specify length for String columns to optimize database storage,"[26486, 227, 6705, 19939, 25, 18291, 1958, 4129, 329, 10903, 15180, 284, 27183, 6831, 6143]",0.5,40,best_practice,11,Specify length for String columns to optimize database storage,,24,#: 市场整体估值,"[2, 25, 10263, 116, 224, 28839, 118, 46763, 112, 19526, 241, 27670, 108, 161, 222, 120]"
✅ Best Practice: Specify length for String columns to optimize database storage,"[26486, 227, 6705, 19939, 25, 18291, 1958, 4129, 329, 10903, 15180, 284, 27183, 6831, 6143]",0.5,40,best_practice,13,Specify length for String columns to optimize database storage,,40,,[]
✅ Best Practice: Specify length for String columns to optimize database storage,"[26486, 227, 6705, 19939, 25, 18291, 1958, 4129, 329, 10903, 15180, 284, 27183, 6831, 6143]",0.5,54,best_practice,15,Specify length for String columns to optimize database storage,,40,"    __tablename__ = ""stock_summary""","[220, 220, 220, 11593, 8658, 11925, 480, 834, 796, 366, 13578, 62, 49736, 1]"
✅ Best Practice: Use of Float for numerical data to handle large and small numbers,"[26486, 227, 6705, 19939, 25, 5765, 286, 48436, 329, 29052, 1366, 284, 5412, 1588, 290, 1402, 3146]",0.5,67,best_practice,17,Use of Float for numerical data to handle large and small numbers,,54,    provider = Column(String(length=32)),"[220, 220, 220, 10131, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
"⚠️ SAST Risk (Low): Potential typo in 'total_tradable_vaule', should be 'total_tradable_value'","[158, 248, 254, 37929, 311, 11262, 19602, 357, 20535, 2599, 32480, 46517, 287, 705, 23350, 62, 2213, 324, 540, 62, 85, 559, 293, 3256, 815, 307, 705, 23350, 62, 2213, 324, 540, 62, 8367, 6]",1.0,80,sast_risk,19,"Potential typo in 'total_tradable_vaule', should be 'total_tradable_value'",Low,67,    name = Column(String(length=32)),"[220, 220, 220, 1438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
✅ Best Practice: Use of Float for numerical data to handle large and small numbers,"[26486, 227, 6705, 19939, 25, 5765, 286, 48436, 329, 29052, 1366, 284, 5412, 1588, 290, 1402, 3146]",0.5,91,best_practice,21,Use of Float for numerical data to handle large and small numbers,,80,    total_value = Column(Float),"[220, 220, 220, 2472, 62, 8367, 796, 29201, 7, 43879, 8]"
