annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Grouping imports from the same module together improves readability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799, 13]",1.0,12,best_practice,3,Grouping imports from the same module together improves readability.,0,from sqlalchemy.orm import declarative_base,"[6738, 44161, 282, 26599, 13, 579, 1330, 2377, 283, 876, 62, 8692]"
✅ Best Practice: Naming convention for classes should follow CamelCase.,"[26486, 227, 6705, 19939, 25, 399, 3723, 9831, 329, 6097, 815, 1061, 43281, 20448, 13]",1.0,12,best_practice,7,Naming convention for classes should follow CamelCase.,12,,[]
✅ Best Practice: Define a class-level attribute for the table name to ensure consistency and easy maintenance.,"[26486, 227, 6705, 19939, 25, 2896, 500, 257, 1398, 12, 5715, 11688, 329, 262, 3084, 1438, 284, 4155, 15794, 290, 2562, 9262, 13]",0.5,12,best_practice,7,Define a class-level attribute for the table name to ensure consistency and easy maintenance.,12,,[]
🧠 ML Signal: Usage of SQLAlchemy's Column and String types indicates ORM pattern for database interaction.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 16363, 2348, 26599, 338, 29201, 290, 10903, 3858, 9217, 6375, 44, 3912, 329, 6831, 10375, 13]",0.5,12,ml_signal,9,Usage of SQLAlchemy's Column and String types indicates ORM pattern for database interaction.,12,,[]
🧠 ML Signal: Consistent use of String type with specified length for text fields.,"[8582, 100, 254, 10373, 26484, 25, 3515, 7609, 779, 286, 10903, 2099, 351, 7368, 4129, 329, 2420, 7032, 13]",0.5,24,ml_signal,11,Consistent use of String type with specified length for text fields.,12,"class ManagerTrading(TradingBase, Mixin):","[4871, 9142, 2898, 4980, 7, 2898, 4980, 14881, 11, 15561, 259, 2599]"
🧠 ML Signal: Consistent naming pattern for attributes related to trading.,"[8582, 100, 254, 10373, 26484, 25, 3515, 7609, 19264, 3912, 329, 12608, 3519, 284, 7313, 13]",0.5,24,ml_signal,13,Consistent naming pattern for attributes related to trading.,24,,[]
🧠 ML Signal: Use of Float type for numerical fields indicates handling of decimal values.,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 48436, 2099, 329, 29052, 7032, 9217, 9041, 286, 32465, 3815, 13]",0.5,37,ml_signal,15,Use of Float type for numerical fields indicates handling of decimal values.,24,    code = Column(String(length=32)),"[220, 220, 220, 2438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
🧠 ML Signal: Consistent use of Float type for financial data.,"[8582, 100, 254, 10373, 26484, 25, 3515, 7609, 779, 286, 48436, 2099, 329, 3176, 1366, 13]",0.5,86,ml_signal,17,Consistent use of Float type for financial data.,37,    #: 2017-08-11 韦春 200 9.16 -- 竞价交易 刘韬 高管 兄弟姐妹,"[220, 220, 220, 1303, 25, 2177, 12, 2919, 12, 1157, 16268, 253, 99, 23626, 98, 939, 860, 13, 1433, 1377, 13328, 104, 252, 20015, 115, 12859, 97, 23626, 241, 10263, 230, 246, 165, 253, 105, 16268, 45865, 163, 106, 94, 10263, 227, 226, 28156, 253, 34650, 238, 36685, 117]"
🧠 ML Signal: Attribute naming suggests this field tracks the amount of holdings.,"[8582, 100, 254, 10373, 26484, 25, 3460, 4163, 19264, 5644, 428, 2214, 8339, 262, 2033, 286, 27572, 13]",0.5,97,ml_signal,19,Attribute naming suggests this field tracks the amount of holdings.,86,    #: 变动人,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 21689]"
🧠 ML Signal: Use of String type for categorical data.,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 10903, 2099, 329, 4253, 12409, 1366, 13]",0.5,111,ml_signal,21,Use of String type for categorical data.,97,    #: 变动数量,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 46763, 108, 34932, 237]"
🧠 ML Signal: Attribute naming suggests this field tracks manager information.,"[8582, 100, 254, 10373, 26484, 25, 3460, 4163, 19264, 5644, 428, 2214, 8339, 4706, 1321, 13]",0.5,126,ml_signal,23,Attribute naming suggests this field tracks manager information.,111,    #: 交易均价,"[220, 220, 220, 1303, 25, 220, 12859, 97, 23626, 241, 161, 251, 229, 20015, 115]"
🧠 ML Signal: Consistent naming pattern for attributes related to manager details.,"[8582, 100, 254, 10373, 26484, 25, 3515, 7609, 19264, 3912, 329, 12608, 3519, 284, 4706, 3307, 13]",0.5,142,ml_signal,25,Consistent naming pattern for attributes related to manager details.,126,    #: 结存股票,"[220, 220, 220, 1303, 25, 13328, 119, 241, 27764, 246, 164, 224, 94, 163, 98, 101]"
"🧠 ML Signal: Attribute naming suggests this field tracks relationships, which could be sensitive information.","[8582, 100, 254, 10373, 26484, 25, 3460, 4163, 19264, 5644, 428, 2214, 8339, 6958, 11, 543, 714, 307, 8564, 1321, 13]",0.5,155,ml_signal,27,"Attribute naming suggests this field tracks relationships, which could be sensitive information.",142,    #: 交易方式,"[220, 220, 220, 1303, 25, 220, 12859, 97, 23626, 241, 43095, 28156, 237]"
🧠 ML Signal: Inheritance from multiple classes indicates a pattern of using mixins or base classes for shared functionality.,"[8582, 100, 254, 10373, 26484, 25, 47025, 42942, 422, 3294, 6097, 9217, 257, 3912, 286, 1262, 5022, 1040, 393, 2779, 6097, 329, 4888, 11244, 13]",0.5,166,ml_signal,19,Inheritance from multiple classes indicates a pattern of using mixins or base classes for shared functionality.,155,    #: 变动人,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 21689]"
🧠 ML Signal: Use of SQLAlchemy ORM pattern for database table representation.,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 3912, 329, 6831, 3084, 10552, 13]",0.5,180,ml_signal,21,Use of SQLAlchemy ORM pattern for database table representation.,166,    #: 变动数量,"[220, 220, 220, 1303, 25, 10263, 237, 246, 27950, 101, 46763, 108, 34932, 237]"
"🧠 ML Signal: Use of fixed-length strings for database columns, indicating a pattern of data size constraints.","[8582, 100, 254, 10373, 26484, 25, 5765, 286, 5969, 12, 13664, 13042, 329, 6831, 15180, 11, 12739, 257, 3912, 286, 1366, 2546, 17778, 13]",0.5,195,ml_signal,23,"Use of fixed-length strings for database columns, indicating a pattern of data size constraints.",180,    #: 交易均价,"[220, 220, 220, 1303, 25, 220, 12859, 97, 23626, 241, 161, 251, 229, 20015, 115]"
"🧠 ML Signal: Use of fixed-length strings for database columns, indicating a pattern of data size constraints.","[8582, 100, 254, 10373, 26484, 25, 5765, 286, 5969, 12, 13664, 13042, 329, 6831, 15180, 11, 12739, 257, 3912, 286, 1366, 2546, 17778, 13]",0.5,211,ml_signal,25,"Use of fixed-length strings for database columns, indicating a pattern of data size constraints.",195,    #: 结存股票,"[220, 220, 220, 1303, 25, 13328, 119, 241, 27764, 246, 164, 224, 94, 163, 98, 101]"
"🧠 ML Signal: Use of fixed-length strings for database columns, indicating a pattern of data size constraints.","[8582, 100, 254, 10373, 26484, 25, 5765, 286, 5969, 12, 13664, 13042, 329, 6831, 15180, 11, 12739, 257, 3912, 286, 1366, 2546, 17778, 13]",0.5,224,ml_signal,27,"Use of fixed-length strings for database columns, indicating a pattern of data size constraints.",211,    #: 交易方式,"[220, 220, 220, 1303, 25, 220, 12859, 97, 23626, 241, 43095, 28156, 237]"
"🧠 ML Signal: Use of Float type for numerical data, indicating a pattern of handling decimal values.","[8582, 100, 254, 10373, 26484, 25, 5765, 286, 48436, 2099, 329, 29052, 1366, 11, 12739, 257, 3912, 286, 9041, 32465, 3815, 13]",0.5,239,ml_signal,29,"Use of Float type for numerical data, indicating a pattern of handling decimal values.",224,    #: 董监高管,"[220, 220, 220, 1303, 25, 5525, 239, 96, 33566, 239, 165, 45865, 163, 106, 94]"
"🧠 ML Signal: Use of Float type for numerical data, indicating a pattern of handling decimal values.","[8582, 100, 254, 10373, 26484, 25, 5765, 286, 48436, 2099, 329, 29052, 1366, 11, 12739, 257, 3912, 286, 9041, 32465, 3815, 13]",0.5,254,ml_signal,31,"Use of Float type for numerical data, indicating a pattern of handling decimal values.",239,    #: 高管职位,"[220, 220, 220, 1303, 25, 16268, 45865, 163, 106, 94, 164, 223, 234, 19526, 235]"
"🧠 ML Signal: Use of Float type for numerical data, indicating a pattern of handling decimal values.","[8582, 100, 254, 10373, 26484, 25, 5765, 286, 48436, 2099, 329, 29052, 1366, 11, 12739, 257, 3912, 286, 9041, 32465, 3815, 13]",0.5,272,ml_signal,33,"Use of Float type for numerical data, indicating a pattern of handling decimal values.",254,    #: 与高管关系,"[220, 220, 220, 1303, 25, 220, 10310, 236, 165, 45865, 163, 106, 94, 17739, 111, 163, 111, 119]"
✅ Best Practice: Use of class variable for table name ensures consistency and easy maintenance,"[26486, 227, 6705, 19939, 25, 5765, 286, 1398, 7885, 329, 3084, 1438, 19047, 15794, 290, 2562, 9262]",0.5,285,best_practice,27,Use of class variable for table name ensures consistency and easy maintenance,272,    #: 交易方式,"[220, 220, 220, 1303, 25, 220, 12859, 97, 23626, 241, 43095, 28156, 237]"
✅ Best Practice: Specifying column types and lengths improves database schema clarity,"[26486, 227, 6705, 19939, 25, 18291, 4035, 5721, 3858, 290, 20428, 19575, 6831, 32815, 16287]",0.5,300,best_practice,29,Specifying column types and lengths improves database schema clarity,285,    #: 董监高管,"[220, 220, 220, 1303, 25, 5525, 239, 96, 33566, 239, 165, 45865, 163, 106, 94]"
✅ Best Practice: Specifying column types and lengths improves database schema clarity,"[26486, 227, 6705, 19939, 25, 18291, 4035, 5721, 3858, 290, 20428, 19575, 6831, 32815, 16287]",0.5,315,best_practice,31,Specifying column types and lengths improves database schema clarity,300,    #: 高管职位,"[220, 220, 220, 1303, 25, 16268, 45865, 163, 106, 94, 164, 223, 234, 19526, 235]"
✅ Best Practice: Specifying column types improves database schema clarity,"[26486, 227, 6705, 19939, 25, 18291, 4035, 5721, 3858, 19575, 6831, 32815, 16287]",0.5,333,best_practice,33,Specifying column types improves database schema clarity,315,    #: 与高管关系,"[220, 220, 220, 1303, 25, 220, 10310, 236, 165, 45865, 163, 106, 94, 17739, 111, 163, 111, 119]"
✅ Best Practice: Specifying column types improves database schema clarity,"[26486, 227, 6705, 19939, 25, 18291, 4035, 5721, 3858, 19575, 6831, 32815, 16287]",0.5,333,best_practice,35,Specifying column types improves database schema clarity,333,,[]
