annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Use of Enum for defining a set of named values,"[26486, 227, 6705, 19939, 25, 5765, 286, 2039, 388, 329, 16215, 257, 900, 286, 3706, 3815]",0.5,0,best_practice,4,Use of Enum for defining a set of named values,0,,[]
✅ Best Practice: Clear and descriptive naming for enum members,"[26486, 227, 6705, 19939, 25, 11459, 290, 35644, 19264, 329, 33829, 1866]",0.5,0,best_practice,6,Clear and descriptive naming for enum members,0,,[]
✅ Best Practice: Clear and descriptive naming for enum members,"[26486, 227, 6705, 19939, 25, 11459, 290, 35644, 19264, 329, 33829, 1866]",0.5,7,best_practice,8,Clear and descriptive naming for enum members,0,class PositionType(Enum):,"[4871, 23158, 6030, 7, 4834, 388, 2599]"
✅ Best Practice: Inheriting from BaseModel provides data validation and serialization.,"[26486, 227, 6705, 19939, 25, 47025, 1780, 422, 7308, 17633, 3769, 1366, 21201, 290, 11389, 1634, 13]",1.0,7,best_practice,7,Inheriting from BaseModel provides data validation and serialization.,7,,[]
🧠 ML Signal: Usage of List[str] indicates a collection of string identifiers.,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 7343, 58, 2536, 60, 9217, 257, 4947, 286, 4731, 42814, 13]",1.0,25,ml_signal,9,Usage of List[str] indicates a collection of string identifiers.,7,    # 按整体仓位算,"[220, 220, 220, 1303, 10545, 234, 231, 46763, 112, 19526, 241, 20015, 241, 19526, 235, 163, 106, 245]"
🧠 ML Signal: Default values for enums can indicate common or expected usage patterns.,"[8582, 100, 254, 10373, 26484, 25, 15161, 3815, 329, 551, 5700, 460, 7603, 2219, 393, 2938, 8748, 7572, 13]",1.0,25,ml_signal,11,Default values for enums can indicate common or expected usage patterns.,25,,[]
🧠 ML Signal: Optional fields with default None can indicate optional parameters in usage.,"[8582, 100, 254, 10373, 26484, 25, 32233, 7032, 351, 4277, 6045, 460, 7603, 11902, 10007, 287, 8748, 13]",1.0,40,ml_signal,13,Optional fields with default None can indicate optional parameters in usage.,25,    # 按现金算,"[220, 220, 220, 1303, 10545, 234, 231, 163, 236, 108, 34932, 239, 163, 106, 245]"
🧠 ML Signal: Optional fields with default None can indicate optional parameters in usage.,"[8582, 100, 254, 10373, 26484, 25, 32233, 7032, 351, 4277, 6045, 460, 7603, 11902, 10007, 287, 8748, 13]",1.0,40,ml_signal,15,Optional fields with default None can indicate optional parameters in usage.,40,,[]
🧠 ML Signal: Optional fields with default None can indicate optional parameters in usage.,"[8582, 100, 254, 10373, 26484, 25, 32233, 7032, 351, 4277, 6045, 460, 7603, 11902, 10007, 287, 8748, 13]",1.0,47,ml_signal,17,Optional fields with default None can indicate optional parameters in usage.,40,class BuyParameter(BaseModel):,"[4871, 11763, 36301, 7, 14881, 17633, 2599]"
✅ Best Practice: Inheriting from BaseModel provides data validation and serialization features.,"[26486, 227, 6705, 19939, 25, 47025, 1780, 422, 7308, 17633, 3769, 1366, 21201, 290, 11389, 1634, 3033, 13]",0.5,62,best_practice,13,Inheriting from BaseModel provides data validation and serialization features.,47,    # 按现金算,"[220, 220, 220, 1303, 10545, 234, 231, 163, 236, 108, 34932, 239, 163, 106, 245]"
