annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Group related imports together for better readability.,"[26486, 227, 6705, 19939, 25, 4912, 3519, 17944, 1978, 329, 1365, 1100, 1799, 13]",1.0,12,best_practice,3,Group related imports together for better readability.,0,from sqlalchemy.orm import declarative_base,"[6738, 44161, 282, 26599, 13, 579, 1330, 2377, 283, 876, 62, 8692]"
✅ Best Practice: Use a consistent naming convention for base classes.,"[26486, 227, 6705, 19939, 25, 5765, 257, 6414, 19264, 9831, 329, 2779, 6097, 13]",0.5,24,best_practice,6,Use a consistent naming convention for base classes.,12,from zvt.contract.register import register_schema,"[6738, 1976, 36540, 13, 28484, 13, 30238, 1330, 7881, 62, 15952, 2611]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,34,ml_signal,8,Use of SQLAlchemy ORM for database modeling,24,MacroBase = declarative_base(),"[14155, 305, 14881, 796, 2377, 283, 876, 62, 8692, 3419]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,34,ml_signal,10,Use of SQLAlchemy ORM for database modeling,34,,[]
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,64,ml_signal,12,Use of SQLAlchemy ORM for database modeling,34,    # https://datatopics.worldbank.org/world-development-indicators//themes/economy.html,"[220, 220, 220, 1303, 3740, 1378, 19608, 265, 404, 873, 13, 6894, 17796, 13, 2398, 14, 6894, 12, 31267, 12, 521, 44549, 1003, 1169, 6880, 14, 13926, 88, 13, 6494]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,64,ml_signal,14,Use of SQLAlchemy ORM for database modeling,64,,[]
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,77,ml_signal,16,Use of SQLAlchemy ORM for database modeling,64,    name = Column(String(length=32)),"[220, 220, 220, 1438, 796, 29201, 7, 10100, 7, 13664, 28, 2624, 4008]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,77,ml_signal,18,Use of SQLAlchemy ORM for database modeling,77,,[]
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,92,ml_signal,20,Use of SQLAlchemy ORM for database modeling,77,    gdp_per_capita = Column(Float),"[220, 220, 220, 308, 26059, 62, 525, 62, 11128, 5350, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,104,ml_signal,22,Use of SQLAlchemy ORM for database modeling,92,    gdp_growth = Column(Float),"[220, 220, 220, 308, 26059, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,115,ml_signal,24,Use of SQLAlchemy ORM for database modeling,104,    industry_growth = Column(Float),"[220, 220, 220, 2831, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,126,ml_signal,26,Use of SQLAlchemy ORM for database modeling,115,    service_growth = Column(Float),"[220, 220, 220, 2139, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,137,ml_signal,28,Use of SQLAlchemy ORM for database modeling,126,    capital_growth = Column(Float),"[220, 220, 220, 3139, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,148,ml_signal,30,Use of SQLAlchemy ORM for database modeling,137,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,159,ml_signal,30,Use of SQLAlchemy ORM for database modeling,148,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,170,ml_signal,30,Use of SQLAlchemy ORM for database modeling,159,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,181,ml_signal,30,Use of SQLAlchemy ORM for database modeling,170,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,192,ml_signal,30,Use of SQLAlchemy ORM for database modeling,181,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,203,ml_signal,30,Use of SQLAlchemy ORM for database modeling,192,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,214,ml_signal,30,Use of SQLAlchemy ORM for database modeling,203,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,225,ml_signal,30,Use of SQLAlchemy ORM for database modeling,214,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
🧠 ML Signal: Use of SQLAlchemy ORM for database modeling,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 16363, 2348, 26599, 6375, 44, 329, 6831, 21128]",1.0,236,ml_signal,30,Use of SQLAlchemy ORM for database modeling,225,    imports_growth = Column(Float),"[220, 220, 220, 17944, 62, 27922, 796, 29201, 7, 43879, 8]"
