annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Importing specific components from a module to avoid namespace pollution,"[26486, 227, 6705, 19939, 25, 17267, 278, 2176, 6805, 422, 257, 8265, 284, 3368, 25745, 12231]",0.5,0,best_practice,2,Importing specific components from a module to avoid namespace pollution,0,,[]
🧠 ML Signal: Pattern of importing and extending __all__ for module exports,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 33332, 290, 16610, 11593, 439, 834, 329, 8265, 15319]",0.5,7,ml_signal,4,Pattern of importing and extending __all__ for module exports,0,# the __all__ is generated,"[2, 262, 11593, 439, 834, 318, 7560]"
🧠 ML Signal: Pattern of extending __all__ with imported module's __all__,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 16610, 11593, 439, 834, 351, 17392, 8265, 338, 11593, 439, 834]",0.5,7,ml_signal,6,Pattern of extending __all__ with imported module's __all__,7,,[]
✅ Best Practice: Importing specific components from a module to avoid namespace pollution,"[26486, 227, 6705, 19939, 25, 17267, 278, 2176, 6805, 422, 257, 8265, 284, 3368, 25745, 12231]",0.5,13,best_practice,8,Importing specific components from a module to avoid namespace pollution,7,# common code of the package,"[2, 2219, 2438, 286, 262, 5301]"
🧠 ML Signal: Pattern of importing and extending __all__ for module exports,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 33332, 290, 16610, 11593, 439, 834, 329, 8265, 15319]",0.5,13,ml_signal,10,Pattern of importing and extending __all__ for module exports,13,,[]
🧠 ML Signal: Pattern of extending __all__ with imported module's __all__,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 16610, 11593, 439, 834, 351, 17392, 8265, 338, 11593, 439, 834]",0.5,26,ml_signal,12,Pattern of extending __all__ with imported module's __all__,13,from .exchange_stock_summary_recorder import *,"[6738, 764, 1069, 3803, 62, 13578, 62, 49736, 62, 8344, 2875, 1330, 1635]"
✅ Best Practice: Importing specific components from a module to avoid namespace pollution,"[26486, 227, 6705, 19939, 25, 17267, 278, 2176, 6805, 422, 257, 8265, 284, 3368, 25745, 12231]",0.5,26,best_practice,14,Importing specific components from a module to avoid namespace pollution,26,,[]
🧠 ML Signal: Pattern of importing and extending __all__ for module exports,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 33332, 290, 16610, 11593, 439, 834, 329, 8265, 15319]",0.5,26,ml_signal,16,Pattern of importing and extending __all__ for module exports,26,,[]
🧠 ML Signal: Pattern of extending __all__ with imported module's __all__,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 16610, 11593, 439, 834, 351, 17392, 8265, 338, 11593, 439, 834]",0.5,31,ml_signal,18,Pattern of extending __all__ with imported module's __all__,26,from .api import *,"[6738, 764, 15042, 1330, 1635]"
✅ Best Practice: Importing specific components from a module to avoid namespace pollution,"[26486, 227, 6705, 19939, 25, 17267, 278, 2176, 6805, 422, 257, 8265, 284, 3368, 25745, 12231]",0.5,43,best_practice,19,Importing specific components from a module to avoid namespace pollution,31,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
🧠 ML Signal: Pattern of importing and extending __all__ for module exports,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 33332, 290, 16610, 11593, 439, 834, 329, 8265, 15319]",0.5,55,ml_signal,19,Pattern of importing and extending __all__ for module exports,43,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
🧠 ML Signal: Pattern of extending __all__ with imported module's __all__,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 16610, 11593, 439, 834, 351, 17392, 8265, 338, 11593, 439, 834]",0.5,67,ml_signal,19,Pattern of extending __all__ with imported module's __all__,55,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
✅ Best Practice: Importing specific components from a module to avoid namespace pollution,"[26486, 227, 6705, 19939, 25, 17267, 278, 2176, 6805, 422, 257, 8265, 284, 3368, 25745, 12231]",0.5,79,best_practice,19,Importing specific components from a module to avoid namespace pollution,67,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
🧠 ML Signal: Pattern of importing and extending __all__ for module exports,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 33332, 290, 16610, 11593, 439, 834, 329, 8265, 15319]",0.5,91,ml_signal,19,Pattern of importing and extending __all__ for module exports,79,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
🧠 ML Signal: Pattern of extending __all__ with imported module's __all__,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 16610, 11593, 439, 834, 351, 17392, 8265, 338, 11593, 439, 834]",0.5,103,ml_signal,19,Pattern of extending __all__ with imported module's __all__,91,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
✅ Best Practice: Importing specific components from a module to avoid namespace pollution,"[26486, 227, 6705, 19939, 25, 17267, 278, 2176, 6805, 422, 257, 8265, 284, 3368, 25745, 12231]",0.5,115,best_practice,19,Importing specific components from a module to avoid namespace pollution,103,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
🧠 ML Signal: Pattern of importing and extending __all__ for module exports,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 33332, 290, 16610, 11593, 439, 834, 329, 8265, 15319]",0.5,127,ml_signal,19,Pattern of importing and extending __all__ for module exports,115,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
🧠 ML Signal: Pattern of extending __all__ with imported module's __all__,"[8582, 100, 254, 10373, 26484, 25, 23939, 286, 16610, 11593, 439, 834, 351, 17392, 8265, 338, 11593, 439, 834]",0.5,139,ml_signal,19,Pattern of extending __all__ with imported module's __all__,127,from .api import __all__ as _api_all,"[6738, 764, 15042, 1330, 11593, 439, 834, 355, 4808, 15042, 62, 439]"
