annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Grouping imports from the same module together improves readability and maintainability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799, 290, 5529, 1799, 13]",1.0,0,best_practice,2,Grouping imports from the same module together improves readability and maintainability.,0,,[]
🧠 ML Signal: Inheritance pattern indicating a subclass relationship,"[8582, 100, 254, 10373, 26484, 25, 47025, 42942, 3912, 12739, 257, 47611, 2776]",1.0,12,ml_signal,6,Inheritance pattern indicating a subclass relationship,0,from zvt.recorders.em import em_api,"[6738, 1976, 36540, 13, 8344, 6361, 13, 368, 1330, 795, 62, 15042]"
🧠 ML Signal: Class attribute assignment pattern,"[8582, 100, 254, 10373, 26484, 25, 5016, 11688, 16237, 3912]",1.0,12,ml_signal,8,Class attribute assignment pattern,12,,[]
🧠 ML Signal: Class attribute assignment pattern,"[8582, 100, 254, 10373, 26484, 25, 5016, 11688, 16237, 3912]",1.0,20,ml_signal,10,Class attribute assignment pattern,12,"    provider = ""em""","[220, 220, 220, 10131, 796, 366, 368, 1]"
🧠 ML Signal: Usage of external API to fetch data,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 7097, 7824, 284, 21207, 1366]",1.0,30,ml_signal,9,Usage of external API to fetch data,20,class EMStockusRecorder(Recorder):,"[4871, 17228, 26207, 385, 6690, 2875, 7, 6690, 2875, 2599]"
🧠 ML Signal: Logging of data for monitoring or debugging,"[8582, 100, 254, 10373, 26484, 25, 5972, 2667, 286, 1366, 329, 9904, 393, 28769]",1.0,40,ml_signal,11,Logging of data for monitoring or debugging,30,    data_schema = Stockus,"[220, 220, 220, 1366, 62, 15952, 2611, 796, 10500, 385]"
🧠 ML Signal: Data persistence pattern,"[8582, 100, 254, 10373, 26484, 25, 6060, 30802, 3912]",1.0,48,ml_signal,13,Data persistence pattern,40,    def run(self):,"[220, 220, 220, 825, 1057, 7, 944, 2599]"
✅ Best Practice: Use of Python's entry point check,"[26486, 227, 6705, 19939, 25, 5765, 286, 11361, 338, 5726, 966, 2198]",0.5,64,best_practice,15,Use of Python's entry point check,48,        self.logger.info(df),"[220, 220, 220, 220, 220, 220, 220, 2116, 13, 6404, 1362, 13, 10951, 7, 7568, 8]"
🧠 ML Signal: Instantiation and execution of a class method,"[8582, 100, 254, 10373, 26484, 25, 24470, 3920, 290, 9706, 286, 257, 1398, 2446]",1.0,80,ml_signal,15,Instantiation and execution of a class method,64,        self.logger.info(df),"[220, 220, 220, 220, 220, 220, 220, 2116, 13, 6404, 1362, 13, 10951, 7, 7568, 8]"
✅ Best Practice: Use of __all__ to define public interface of the module,"[26486, 227, 6705, 19939, 25, 5765, 286, 11593, 439, 834, 284, 8160, 1171, 7071, 286, 262, 8265]",1.0,96,best_practice,15,Use of __all__ to define public interface of the module,80,        self.logger.info(df),"[220, 220, 220, 220, 220, 220, 220, 2116, 13, 6404, 1362, 13, 10951, 7, 7568, 8]"
