annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
✅ Best Practice: Grouping imports from the same module together improves readability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799, 13]",1.0,0,best_practice,2,Grouping imports from the same module together improves readability.,0,,[]
✅ Best Practice: Grouping imports from the same module together improves readability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799, 13]",1.0,11,best_practice,4,Grouping imports from the same module together improves readability.,0,from zvt.contract.recorder import Recorder,"[6738, 1976, 36540, 13, 28484, 13, 8344, 2875, 1330, 3311, 2875]"
✅ Best Practice: Grouping imports from the same module together improves readability.,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799, 13]",1.0,23,best_practice,6,Grouping imports from the same module together improves readability.,11,from zvt.recorders.em import em_api,"[6738, 1976, 36540, 13, 8344, 6361, 13, 368, 1330, 795, 62, 15042]"
✅ Best Practice: Class definition should include a docstring to describe its purpose and usage,"[26486, 227, 6705, 19939, 25, 5016, 6770, 815, 2291, 257, 2205, 8841, 284, 6901, 663, 4007, 290, 8748]",0.5,36,best_practice,5,Class definition should include a docstring to describe its purpose and usage,23,from zvt.domain.meta.currency_meta import Currency,"[6738, 1976, 36540, 13, 27830, 13, 28961, 13, 34415, 62, 28961, 1330, 20113]"
✅ Best Practice: Class attributes should be documented to explain their purpose,"[26486, 227, 6705, 19939, 25, 5016, 12608, 815, 307, 12395, 284, 4727, 511, 4007]",1.0,36,best_practice,7,Class attributes should be documented to explain their purpose,36,,[]
✅ Best Practice: Class attributes should be documented to explain their purpose,"[26486, 227, 6705, 19939, 25, 5016, 12608, 815, 307, 12395, 284, 4727, 511, 4007]",1.0,46,best_practice,9,Class attributes should be documented to explain their purpose,36,class EMCurrencyRecorder(Recorder):,"[4871, 412, 9655, 13382, 6690, 2875, 7, 6690, 2875, 2599]"
🧠 ML Signal: Usage of external API to fetch data,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 7097, 7824, 284, 21207, 1366]",1.0,56,ml_signal,9,Usage of external API to fetch data,46,class EMCurrencyRecorder(Recorder):,"[4871, 412, 9655, 13382, 6690, 2875, 7, 6690, 2875, 2599]"
🧠 ML Signal: Logging of data for monitoring or debugging,"[8582, 100, 254, 10373, 26484, 25, 5972, 2667, 286, 1366, 329, 9904, 393, 28769]",1.0,65,ml_signal,11,Logging of data for monitoring or debugging,56,    data_schema = Currency,"[220, 220, 220, 1366, 62, 15952, 2611, 796, 20113]"
🧠 ML Signal: Data persistence pattern,"[8582, 100, 254, 10373, 26484, 25, 6060, 30802, 3912]",1.0,73,ml_signal,13,Data persistence pattern,65,    def run(self):,"[220, 220, 220, 825, 1057, 7, 944, 2599]"
🧠 ML Signal: Instantiation and execution pattern of a class,"[8582, 100, 254, 10373, 26484, 25, 24470, 3920, 290, 9706, 3912, 286, 257, 1398]",1.0,89,ml_signal,15,Instantiation and execution pattern of a class,73,        self.logger.info(df),"[220, 220, 220, 220, 220, 220, 220, 2116, 13, 6404, 1362, 13, 10951, 7, 7568, 8]"
🧠 ML Signal: Method execution pattern,"[8582, 100, 254, 10373, 26484, 25, 11789, 9706, 3912]",0.5,105,ml_signal,15,Method execution pattern,89,        self.logger.info(df),"[220, 220, 220, 220, 220, 220, 220, 2116, 13, 6404, 1362, 13, 10951, 7, 7568, 8]"
✅ Best Practice: Use of __all__ to define public interface of the module,"[26486, 227, 6705, 19939, 25, 5765, 286, 11593, 439, 834, 284, 8160, 1171, 7071, 286, 262, 8265]",1.0,121,best_practice,15,Use of __all__ to define public interface of the module,105,        self.logger.info(df),"[220, 220, 220, 220, 220, 220, 220, 2116, 13, 6404, 1362, 13, 10951, 7, 7568, 8]"
