annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Use of dictionary to store protocol types,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 22155, 284, 3650, 8435, 3858]",0.5,1,ml_signal,7,Use of dictionary to store protocol types,0,"""""""",[37811]
🧠 ML Signal: Use of dictionary to store domain names,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 22155, 284, 3650, 7386, 3891]",0.5,1,ml_signal,8,Use of dictionary to store domain names,1,,[]
🧠 ML Signal: Use of dictionary to store page paths,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 22155, 284, 3650, 2443, 13532]",0.5,28,ml_signal,13,Use of dictionary to store page paths,1,           'cscbj': 'newetradebj.csc108.com',"[220, 220, 220, 220, 220, 220, 220, 220, 220, 220, 705, 66, 1416, 50007, 10354, 705, 3605, 21879, 671, 50007, 13, 66, 1416, 15711, 13, 785, 6]"
🧠 ML Signal: Use of dictionary to store HTTP headers,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 22155, 284, 3650, 14626, 24697]",0.5,67,ml_signal,27,Use of dictionary to store HTTP headers,28,"POSITION_COLS = ['stkcode', 'stkname', 'stkqty', 'stkavl', 'lastprice', 'costprice', 'income']","[37997, 17941, 62, 25154, 50, 796, 37250, 301, 74, 8189, 3256, 705, 301, 74, 3672, 3256, 705, 301, 74, 80, 774, 3256, 705, 301, 74, 615, 75, 3256, 705, 12957, 20888, 3256, 705, 15805, 20888, 3256, 705, 12519, 20520]"
🧠 ML Signal: Use of list to store column names,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 1351, 284, 3650, 5721, 3891]",0.5,89,ml_signal,29,Use of list to store column names,67,CSC_LOGIN_ACTION = '%s%s/j_spring_security_check',"[34, 6173, 62, 25294, 1268, 62, 44710, 796, 705, 4, 82, 4, 82, 14, 73, 62, 16469, 62, 12961, 62, 9122, 6]"
🧠 ML Signal: Use of string formatting for URL construction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 4731, 33313, 329, 10289, 5103]",0.5,136,ml_signal,31,Use of string formatting for URL construction,89,TRADE_CHECK_URL = '%s%s/trading/%s?bsflag=%s&stkcode=%s&buyflag=%s&price=0&_=%d',"[5446, 19266, 62, 50084, 62, 21886, 796, 705, 4, 82, 4, 82, 14, 2213, 4980, 14, 4, 82, 30, 1443, 32109, 28, 4, 82, 5, 301, 74, 8189, 28, 4, 82, 5, 17846, 32109, 28, 4, 82, 5, 20888, 28, 15, 5, 62, 28, 4, 67, 6]"
🧠 ML Signal: Use of string formatting for URL construction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 4731, 33313, 329, 10289, 5103]",0.5,155,ml_signal,33,Use of string formatting for URL construction,136,V_CODE_URL = '%s%s/commons/%s',"[53, 62, 34, 16820, 62, 21886, 796, 705, 4, 82, 4, 82, 14, 9503, 684, 14, 4, 82, 6]"
🧠 ML Signal: Use of string formatting for URL construction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 4731, 33313, 329, 10289, 5103]",0.5,172,ml_signal,35,Use of string formatting for URL construction,155,TRADE_URL = '%s%s/trading/%s',"[5446, 19266, 62, 21886, 796, 705, 4, 82, 4, 82, 14, 2213, 4980, 14, 4, 82, 6]"
🧠 ML Signal: Use of string formatting for URL construction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 4731, 33313, 329, 10289, 5103]",0.5,204,ml_signal,37,Use of string formatting for URL construction,172,DEAL_LIST_URL = '%s%s/securityfind/%s?selectType=%s%s&_=%d',"[7206, 1847, 62, 45849, 62, 21886, 796, 705, 4, 82, 4, 82, 14, 12961, 19796, 14, 4, 82, 30, 19738, 6030, 28, 4, 82, 4, 82, 5, 62, 28, 4, 67, 6]"
🧠 ML Signal: Use of string formatting for URL construction,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 4731, 33313, 329, 10289, 5103]",0.5,268,ml_signal,39,Use of string formatting for URL construction,204,"DEAL_LIST_COLS = ['ordersno', 'matchcode', 'trddate', 'matchtime',  'stkcode', 'stkname', 'bsflagState', 'orderprice', 'matchprice', 'orderqty', 'matchqty', 'matchamt']","[7206, 1847, 62, 45849, 62, 25154, 50, 796, 37250, 6361, 3919, 3256, 705, 15699, 8189, 3256, 705, 2213, 1860, 378, 3256, 705, 15699, 2435, 3256, 220, 705, 301, 74, 8189, 3256, 705, 301, 74, 3672, 3256, 705, 1443, 32109, 9012, 3256, 705, 2875, 20888, 3256, 705, 15699, 20888, 3256, 705, 2875, 80, 774, 3256, 705, 15699, 80, 774, 3256, 705, 15699, 321, 83, 20520]"
