annotation,annotation_tokens,confidence,end_token,label,line,reason,start_token,text,tokens
🧠 ML Signal: Importing from a specific module indicates usage of ORM patterns,"[8582, 100, 254, 10373, 26484, 25, 17267, 278, 422, 257, 2176, 8265, 9217, 8748, 286, 6375, 44, 7572]",1.0,19,ml_signal,2,Importing from a specific module indicates usage of ORM patterns,0,"# this file is generated by gen_kdata_schema function, dont't change it","[2, 428, 2393, 318, 7560, 416, 2429, 62, 74, 7890, 62, 15952, 2611, 2163, 11, 17666, 470, 1487, 340]"
✅ Best Practice: Grouping imports from the same module together improves readability,"[26486, 227, 6705, 19939, 25, 4912, 278, 17944, 422, 262, 976, 8265, 1978, 19575, 1100, 1799]",0.5,31,best_practice,3,Grouping imports from the same module together improves readability,19,from sqlalchemy.orm import declarative_base,"[6738, 44161, 282, 26599, 13, 579, 1330, 2377, 283, 876, 62, 8692]"
🧠 ML Signal: Importing a function from a specific module indicates usage of a registration pattern,"[8582, 100, 254, 10373, 26484, 25, 17267, 278, 257, 2163, 422, 257, 2176, 8265, 9217, 8748, 286, 257, 9352, 3912]",0.5,44,ml_signal,6,Importing a function from a specific module indicates usage of a registration pattern,31,from zvt.domain.quotes import StockKdataCommon,"[6738, 1976, 36540, 13, 27830, 13, 421, 6421, 1330, 10500, 42, 7890, 17227]"
🧠 ML Signal: Importing a class from a specific module indicates usage of domain-specific data models,"[8582, 100, 254, 10373, 26484, 25, 17267, 278, 257, 1398, 422, 257, 2176, 8265, 9217, 8748, 286, 7386, 12, 11423, 1366, 4981]",0.5,44,ml_signal,10,Importing a class from a specific module indicates usage of domain-specific data models,44,,[]
🧠 ML Signal: Usage of declarative_base indicates ORM pattern for database models,"[8582, 100, 254, 10373, 26484, 25, 29566, 286, 2377, 283, 876, 62, 8692, 9217, 6375, 44, 3912, 329, 6831, 4981]",0.5,44,ml_signal,10,Usage of declarative_base indicates ORM pattern for database models,44,,[]
✅ Best Practice: Naming convention for base classes should be clear and descriptive,"[26486, 227, 6705, 19939, 25, 399, 3723, 9831, 329, 2779, 6097, 815, 307, 1598, 290, 35644]",0.5,44,best_practice,10,Naming convention for base classes should be clear and descriptive,44,,[]
🧠 ML Signal: Use of class inheritance to define a database table schema,"[8582, 100, 254, 10373, 26484, 25, 5765, 286, 1398, 24155, 284, 8160, 257, 6831, 3084, 32815]",0.5,44,ml_signal,7,Use of class inheritance to define a database table schema,44,,[]
🧠 ML Signal: Registration of schema with multiple data providers,"[8582, 100, 254, 10373, 26484, 25, 24610, 286, 32815, 351, 3294, 1366, 9549]",1.0,44,ml_signal,10,Registration of schema with multiple data providers,44,,[]
✅ Best Practice: Explicitly specifying providers and database name for schema registration,"[26486, 227, 6705, 19939, 25, 11884, 306, 31577, 9549, 290, 6831, 1438, 329, 32815, 9352]",0.5,44,best_practice,10,Explicitly specifying providers and database name for schema registration,44,,[]
✅ Best Practice: Use of __all__ to define public API of the module,"[26486, 227, 6705, 19939, 25, 5765, 286, 11593, 439, 834, 284, 8160, 1171, 7824, 286, 262, 8265]",1.0,44,best_practice,10,Use of __all__ to define public API of the module,44,,[]
